"outcome_concept_id","snomed_outcome_concept_id","concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
35306035,4344047,35306035,"Benign congenital hypotonia","Condition","MedDRA","PT","C",10051900,"1970-01-01","2099-12-31",""
37420500,4060364,37420500,"Fasting","Observation","MedDRA","PT","C",10068315,"1970-01-01","2099-12-31",""
35607083,4286048,35607083,"Blepharitis allergic","Condition","MedDRA","PT","C",10005149,"1970-01-01","2099-12-31",""
35104754,4140510,35104754,"Lymphangiopathy","Condition","MedDRA","PT","C",10061231,"1970-01-01","2099-12-31",""
35707504,4051166,35707504,"Lumbar hernia","Condition","MedDRA","PT","C",10024995,"1970-01-01","2099-12-31",""
35305680,4248251,35305680,"Adenomatous polyposis coli","Condition","MedDRA","PT","C",10056981,"1970-01-01","2099-12-31",""
36617766,4243823,36617766,"Pharyngeal cyst","Condition","MedDRA","PT","C",10034821,"1970-01-01","2099-12-31",""
36110880,4306458,36110880,"Encephalitis cytomegalovirus","Condition","MedDRA","PT","C",10014586,"1970-01-01","2099-12-31",""
35305957,4029307,35305957,"Brachycephaly","Condition","MedDRA","PT","C",10053682,"1970-01-01","2099-12-31",""
36110311,4028820,36110311,"Bed bug infestation","Condition","MedDRA","PT","C",10004194,"1970-01-01","2099-12-31",""
37521573,4060128,37521573,"Oral contraception","Procedure","MedDRA","PT","C",10030970,"1970-01-01","2099-12-31",""
35708203,4311574,35708203,"Post-tussive vomiting","Condition","MedDRA","PT","C",10066220,"1970-01-01","2099-12-31",""
37219931,4291941,37219931,"Pleural rub","Condition","MedDRA","PT","C",10035615,"1970-01-01","2099-12-31",""
35205371,4282614,35205371,"Pericarditis tuberculous","Condition","MedDRA","PT","C",10055069,"1970-01-01","2099-12-31",""
36009811,4126427,36009811,"Pulmonary renal syndrome","Condition","MedDRA","PT","C",10068513,"1970-01-01","2099-12-31",""
37320186,136774,37320186,"Pityriasis rubra pilaris","Condition","MedDRA","PT","C",10035116,"1970-01-01","2099-12-31",""
36516821,72415,36516821,"Plica syndrome","Condition","MedDRA","PT","C",10066850,"1970-01-01","2099-12-31",""
37119555,4301594,37119555,"Haematosalpinx","Condition","MedDRA","PT","C",10050468,"1970-01-01","2099-12-31",""
35607049,4208814,35607049,"Corneal infection","Condition","MedDRA","PT","C",10061788,"1970-01-01","2099-12-31",""
35506512,4191611,35506512,"Diabetic amyotrophy","Condition","MedDRA","PT","C",10012643,"1970-01-01","2099-12-31",""
36617953,4174440,36617953,"Dermatofibrosarcoma","Condition","MedDRA","LLT","C",10057043,"1970-01-01","2099-12-31",""
35305574,4215136,35305574,"Thyroglossal cyst","Condition","MedDRA","PT","C",10051320,"1970-01-01","2099-12-31",""
36009774,443558,36009774,"Rhinitis perennial","Condition","MedDRA","PT","C",10039094,"1970-01-01","2099-12-31",""
36211371,4047852,36211371,"Cephalhaematoma","Condition","MedDRA","PT","C",10008014,"1970-01-01","2099-12-31",""
36818746,318856,36818746,"Neonatal respiratory arrest","Condition","MedDRA","PT","C",10028968,"1970-01-01","2099-12-31",""
37320322,4081088,37320322,"Sebaceous hyperplasia","Condition","MedDRA","PT","C",10048810,"1970-01-01","2099-12-31",""
36718576,4012689,36718576,"Cervical root pain","Condition","MedDRA","LLT","C",10008303,"1970-01-01","2099-12-31",""
36211125,4054055,36211125,"Dislocation of sternum","Condition","MedDRA","PT","C",10054892,"1970-01-01","2099-12-31",""
35506451,195213,35506451,"Hyperaldosteronism","Condition","MedDRA","PT","C",10020571,"1970-01-01","2099-12-31",""
36918938,4138824,36918938,"Paramnesia","Condition","MedDRA","PT","C",10033848,"1970-01-01","2099-12-31",""
35104278,4023612,35104278,"Thalassaemia trait","Condition","MedDRA","PT","C",10043396,"1970-01-01","2099-12-31",""
35305700,4004145,35305700,"Imperforate oesophagus","Condition","MedDRA","PT","C",10021530,"1970-01-01","2099-12-31",""
36617214,4111917,36617214,"Pleural mesothelioma malignant","Condition","MedDRA","PT","C",10059518,"1970-01-01","2099-12-31",""
37119510,4194792,37119510,"Ectropion of cervix","Condition","MedDRA","PT","C",10014181,"1970-01-01","2099-12-31",""
36211712,193523,36211712,"Broad ligament tear","Condition","MedDRA","PT","C",10006377,"1970-01-01","2099-12-31",""
37119732,4245799,37119732,"Uterine atony","Condition","MedDRA","PT","C",10046763,"1970-01-01","2099-12-31",""
36211291,437449,36211291,"Child maltreatment syndrome","Condition","MedDRA","PT","C",10008513,"1970-01-01","2099-12-31",""
35305710,4341770,35305710,"Cystic fibrosis pancreatic","Condition","MedDRA","PT","C",10011766,"1970-01-01","2099-12-31",""
37320119,141934,37320119,"Skin degenerative disorder","Condition","MedDRA","PT","C",10061531,"1970-01-01","2099-12-31",""
35104183,441259,35104183,"Purpura non-thrombocytopenic","Condition","MedDRA","PT","C",10057739,"1970-01-01","2099-12-31",""
36718059,4301259,36718059,"Wallenberg syndrome","Condition","MedDRA","LLT","C",10050360,"1970-01-01","2099-12-31",""
37320320,138225,37320320,"Sebaceous gland disorder","Condition","MedDRA","PT","C",10061511,"1970-01-01","2099-12-31",""
35104357,138099,35104357,"Erythroleukaemia","Condition","MedDRA","PT","C",10015281,"1970-01-01","2099-12-31",""
35406311,4319156,35406311,"Ear infection bacterial","Condition","MedDRA","PT","C",10067046,"1970-01-01","2099-12-31",""
36617549,195500,36617549,"Benign uterine neoplasm","Condition","MedDRA","PT","C",10061007,"1970-01-01","2099-12-31",""
35104882,434895,35104882,"Infantile genetic agranulocytosis","Condition","MedDRA","PT","C",10052210,"1970-01-01","2099-12-31",""
36617248,4032883,36617248,"Intravascular papillary endothelial hyperplasia","Condition","MedDRA","PT","C",10060711,"1970-01-01","2099-12-31",""
37320244,4324974,37320244,"Adiposis dolorosa","Condition","MedDRA","PT","C",10001294,"1970-01-01","2099-12-31",""
35305936,4111156,35305936,"Limb hypoplasia congenital","Condition","MedDRA","PT","C",10048575,"1970-01-01","2099-12-31",""
35305615,434143,35305615,"Anophthalmos","Condition","MedDRA","PT","C",10002640,"1970-01-01","2099-12-31",""
35305719,443936,35305719,"Microglossia","Condition","MedDRA","PT","C",10027542,"1970-01-01","2099-12-31",""
35305899,140520,35305899,"Microstomia","Condition","MedDRA","PT","C",10027553,"1970-01-01","2099-12-31",""
37219929,4087171,37219929,"Nasal flaring","Condition","MedDRA","PT","C",10052319,"1970-01-01","2099-12-31",""
35607328,4317990,35607328,"Hyalosis asteroid","Condition","MedDRA","PT","C",10020478,"1970-01-01","2099-12-31",""
36110282,437787,36110282,"Secondary syphilis","Condition","MedDRA","PT","C",10056883,"1970-01-01","2099-12-31",""
36919029,434629,36919029,"Pyromania","Condition","MedDRA","PT","C",10037674,"1970-01-01","2099-12-31",""
36110821,4074179,36110821,"Cervicitis trichomonal","Condition","MedDRA","PT","C",10008332,"1970-01-01","2099-12-31",""
35205375,312928,35205375,"Pericarditis adhesive","Condition","MedDRA","PT","C",10034486,"1970-01-01","2099-12-31",""
35305741,432287,35305741,"Hyper IgM syndrome","Condition","MedDRA","PT","C",10066130,"1970-01-01","2099-12-31",""
36009706,132542,36009706,"Erythema induratum","Condition","MedDRA","PT","C",10015213,"1970-01-01","2099-12-31",""
36919087,437524,36919087,"Avoidant personality disorder","Condition","MedDRA","PT","C",10003865,"1970-01-01","2099-12-31",""
36110130,441781,36110130,"Tularaemia","Condition","MedDRA","PT","C",10045146,"1970-01-01","2099-12-31",""
35607468,4103748,35607468,"Charles Bonnet syndrome","Condition","MedDRA","PT","C",10063354,"1970-01-01","2099-12-31",""
36110001,134276,36110001,"Actinomycotic skin infection","Condition","MedDRA","PT","C",10000629,"1970-01-01","2099-12-31",""
35607254,4338758,35607254,"Malignant neoplasm of eyelid","Condition","MedDRA","PT","C",10063693,"1970-01-01","2099-12-31",""
36211417,441181,36211417,"Mountain sickness acute","Condition","MedDRA","PT","C",10028013,"1970-01-01","2099-12-31",""
35205074,4268609,35205074,"Williams syndrome","Condition","MedDRA","PT","C",10049644,"1970-01-01","2099-12-31",""
36211626,132412,36211626,"Post laminectomy syndrome","Condition","MedDRA","PT","C",10057239,"1970-01-01","2099-12-31",""
35305496,4322465,35305496,"Congenital dermal sinus","Condition","MedDRA","PT","C",10048728,"1970-01-01","2099-12-31",""
35306051,133013,35306051,"Congenital spinal cord anomaly","Condition","MedDRA","PT","C",10061076,"1970-01-01","2099-12-31",""
35909536,195749,35909536,"Hepatic echinococciasis","Condition","MedDRA","PT","C",10019659,"1970-01-01","2099-12-31",""
35607436,374649,35607436,"Amblyopia strabismic","Condition","MedDRA","PT","C",10001912,"1970-01-01","2099-12-31",""
36718604,377539,36718604,"Syringomyelia","Condition","MedDRA","PT","C",10042928,"1970-01-01","2099-12-31",""
35506513,4175440,35506513,"Diabetic autonomic neuropathy","Condition","MedDRA","PT","C",10012645,"1970-01-01","2099-12-31",""
37420374,4251171,37420374,"Unemployment","Observation","MedDRA","PT","C",10045520,"1970-01-01","2099-12-31",""
35104560,434592,35104560,"Splenic marginal zone lymphoma","Condition","MedDRA","PT","C",10062113,"1970-01-01","2099-12-31",""
36416647,4266240,36416647,"Hypocholesterolaemia","Condition","MedDRA","PT","C",10020961,"1970-01-01","2099-12-31",""
36617438,4110882,36617438,"Renal oncocytoma","Condition","MedDRA","PT","C",10050176,"1970-01-01","2099-12-31",""
35104135,4253058,35104135,"Factor II deficiency","Condition","MedDRA","PT","C",10016076,"1970-01-01","2099-12-31",""
36717987,4317291,36717987,"Cerebellar artery occlusion","Condition","MedDRA","PT","C",10053633,"1970-01-01","2099-12-31",""
36311927,4273022,36311927,"Electrocardiogram ST segment","Measurement","MedDRA","PT","C",10014389,"1970-01-01","2099-12-31",""
35607076,438739,35607076,"Sympathetic ophthalmia","Condition","MedDRA","PT","C",10042742,"1970-01-01","2099-12-31",""
36211317,436579,36211317,"Struck by lightning","Condition","MedDRA","PT","C",10042255,"1970-01-01","2099-12-31",""
36717976,437308,36717976,"Basilar artery occlusion","Condition","MedDRA","PT","C",10048963,"1970-01-01","2099-12-31",""
37119512,201355,37119512,"Uterine cervical erosion","Condition","MedDRA","PT","C",10008264,"1970-01-01","2099-12-31",""
35104287,4160887,35104287,"Cold type haemolytic anaemia","Condition","MedDRA","PT","C",10009868,"1970-01-01","2099-12-31",""
35707811,4119648,35707811,"Jejunal fistula","Condition","MedDRA","PT","C",10065719,"1970-01-01","2099-12-31",""
36517146,73008,36517146,"Enthesopathy","Condition","MedDRA","PT","C",10014910,"1970-01-01","2099-12-31",""
35104276,4287844,35104276,"Thalassaemia alpha","Condition","MedDRA","PT","C",10043390,"1970-01-01","2099-12-31",""
36919090,440988,36919090,"Antisocial personality disorder","Condition","MedDRA","PT","C",10002822,"1970-01-01","2099-12-31",""
36818692,439093,36818692,"Traumatic delivery","Condition","MedDRA","PT","C",10044520,"1970-01-01","2099-12-31",""
35205093,4245933,35205093,"Mitral valve hypoplasia","Condition","MedDRA","PT","C",10049211,"1970-01-01","2099-12-31",""
35708466,4315806,35708466,"Metastases to retroperitoneum","Condition","MedDRA","PT","C",10051680,"1970-01-01","2099-12-31",""
36110508,4160180,36110508,"Fallopian tube abscess","Condition","MedDRA","PT","C",10050428,"1970-01-01","2099-12-31",""
35305758,4239065,35305758,"Congenital herpes simplex infection","Condition","MedDRA","PT","C",10019949,"1970-01-01","2099-12-31",""
35708650,4238980,35708650,"Meconium peritonitis","Condition","MedDRA","PT","C",10058113,"1970-01-01","2099-12-31",""
37320166,4288678,37320166,"Dermatitis exfoliative generalised","Condition","MedDRA","PT","C",10012456,"1970-01-01","2099-12-31",""
36517111,4151311,36517111,"Giant cell tumour of tendon sheath","Condition","MedDRA","PT","C",10018255,"1970-01-01","2099-12-31",""
35708392,4131615,35708392,"Duodenal neoplasm","Condition","MedDRA","PT","C",10061825,"1970-01-01","2099-12-31",""
35809184,435269,35809184,"Papillitis","Condition","MedDRA","PT","C",10033708,"1970-01-01","2099-12-31",""
37320330,4196684,37320330,"Campbell de Morgan spots","Condition","MedDRA","LLT","C",10007044,"1970-01-01","2099-12-31",""
36110308,436634,36110308,"Acariasis","Condition","MedDRA","PT","C",10000351,"1970-01-01","2099-12-31",""
35306183,198853,35306183,"Congenital ovarian anomaly","Condition","MedDRA","PT","C",10061071,"1970-01-01","2099-12-31",""
35506715,4115274,35506715,"Carcinoid tumour of the pancreas","Condition","MedDRA","PT","C",10055007,"1970-01-01","2099-12-31",""
35305572,4172997,35305572,"Goitre congenital","Condition","MedDRA","PT","C",10018499,"1970-01-01","2099-12-31",""
35306284,4174992,35306284,"Keratosis follicular","Condition","MedDRA","PT","C",10023369,"1970-01-01","2099-12-31",""
36110378,432602,36110378,"Meningitis fungal","Condition","MedDRA","PT","C",10027236,"1970-01-01","2099-12-31",""
36718271,4103807,36718271,"Hoffmann's sign","Condition","MedDRA","PT","C",10058444,"1970-01-01","2099-12-31",""
35104214,4064697,35104214,"Placental transfusion syndrome","Condition","MedDRA","PT","C",10035146,"1970-01-01","2099-12-31",""
36313971,4314756,36313971,"Paracentesis","Condition","MedDRA","PT","C",10061905,"1970-01-01","2099-12-31",""
36818649,201366,36818649,"Foetal-maternal haemorrhage","Condition","MedDRA","PT","C",10016871,"1970-01-01","2099-12-31",""
36314965,4057444,36314965,"CSF glucose decreased","Condition","MedDRA","PT","C",10011537,"1970-01-01","2099-12-31",""
35205285,312383,35205285,"Peripartum cardiomyopathy","Condition","MedDRA","PT","C",10049430,"1970-01-01","2099-12-31",""
35305769,4225406,35305769,"Cystinuria","Condition","MedDRA","PT","C",10011778,"1970-01-01","2099-12-31",""
35506508,4340935,35506508,"Diabetic enteropathy","Condition","MedDRA","PT","C",10056741,"1970-01-01","2099-12-31",""
36110519,193814,36110519,"Parametritis","Condition","MedDRA","PT","C",10033847,"1970-01-01","2099-12-31",""
36818733,4071202,36818733,"Hypertension neonatal","Condition","MedDRA","PT","C",10049781,"1970-01-01","2099-12-31",""
36818670,73265,36818670,"Transverse presentation","Condition","MedDRA","PT","C",10044456,"1970-01-01","2099-12-31",""
35205118,314147,35205118,"Congenital great vessel anomaly","Condition","MedDRA","PT","C",10061080,"1970-01-01","2099-12-31",""
37622404,4288295,37622404,"Arteriosclerosis Moenckeberg-type","Condition","MedDRA","PT","C",10003212,"1970-01-01","2099-12-31",""
35305910,4268759,35305910,"Arachnodactyly","Condition","MedDRA","PT","C",10063847,"1970-01-01","2099-12-31",""
42889210,4094564,42889210,"Benign mesenteric neoplasm","Condition","MedDRA","PT","C",10072024,"2012-09-27","2099-12-31",""
35809228,441412,35809228,"Oedema neonatal","Condition","MedDRA","PT","C",10061317,"1970-01-01","2099-12-31",""
35708367,4029736,35708367,"Lactase deficiency","Condition","MedDRA","PT","C",10023648,"1970-01-01","2099-12-31",""
35707545,4340512,35707545,"Inguinal hernia strangulated","Condition","MedDRA","PT","C",10067515,"1970-01-01","2099-12-31",""
35306110,73184,35306110,"Familial periodic paralysis","Condition","MedDRA","PT","C",10016208,"1970-01-01","2099-12-31",""
36718025,260841,36718025,"Subarachnoid haemorrhage neonatal","Condition","MedDRA","PT","C",10042317,"1970-01-01","2099-12-31",""
35708645,4136976,35708645,"Stomatitis radiation","Condition","MedDRA","PT","C",10042137,"1970-01-01","2099-12-31",""
36110299,4096951,36110299,"Chlamydial pelvic inflammatory disease","Condition","MedDRA","PT","C",10008565,"1970-01-01","2099-12-31",""
37622466,4119614,37622466,"Femoral artery embolism","Condition","MedDRA","PT","C",10068365,"1970-01-01","2099-12-31",""
35506773,137991,35506773,"Euthyroid sick syndrome","Condition","MedDRA","PT","C",10015549,"1970-01-01","2099-12-31",""
36718575,4002173,36718575,"Cervical neuritis","Condition","MedDRA","PT","C",10008293,"1970-01-01","2099-12-31",""
35306089,4149584,35306089,"Holoprosencephaly","Condition","MedDRA","PT","C",10056304,"1970-01-01","2099-12-31",""
35305782,432872,35305782,"Phenylketonuria","Condition","MedDRA","PT","C",10034872,"1970-01-01","2099-12-31",""
37320289,4079839,37320289,"Nail atrophy","Condition","MedDRA","PT","C",10068058,"1970-01-01","2099-12-31",""
36110886,4102297,36110886,"Meningitis enteroviral","Condition","MedDRA","PT","C",10027233,"1970-01-01","2099-12-31",""
36718454,376679,36718454,"Progressive muscular atrophy","Condition","MedDRA","PT","C",10036808,"1970-01-01","2099-12-31",""
35104343,4173963,35104343,"B-cell type acute leukaemia","Condition","MedDRA","PT","C",10003917,"1970-01-01","2099-12-31",""
36211319,74124,36211319,"Traumatic arthritis","Condition","MedDRA","PT","C",10048873,"1970-01-01","2099-12-31",""
36311810,137989,36311810,"Cardiovascular function test abnormal","Measurement","MedDRA","PT","C",10007651,"1970-01-01","2099-12-31",""
35708008,438068,35708008,"Enterovirus infection","Condition","MedDRA","PT","C",10014909,"1970-01-01","2099-12-31",""
36416499,4316374,36416499,"Neonatal respiratory acidosis","Condition","MedDRA","PT","C",10028966,"1970-01-01","2099-12-31",""
36211221,4326435,36211221,"Post-traumatic epilepsy","Condition","MedDRA","PT","C",10036312,"1970-01-01","2099-12-31",""
35606987,432908,35606987,"Glaucomatocyclitic crises","Condition","MedDRA","PT","C",10018333,"1970-01-01","2099-12-31",""
35305476,201951,35305476,"Gonadal dysgenesis","Condition","MedDRA","PT","C",10018504,"1970-01-01","2099-12-31",""
35707800,442551,35707800,"Duodenal fistula","Condition","MedDRA","PT","C",10013828,"1970-01-01","2099-12-31",""
37219821,4218175,37219821,"Pneumonia lipoid","Condition","MedDRA","PT","C",10035720,"1970-01-01","2099-12-31",""
36717964,378136,36717964,"Encephalitis toxic","Condition","MedDRA","PT","C",10014607,"1970-01-01","2099-12-31",""
36617544,201817,36617544,"Benign female reproductive tract neoplasm","Condition","MedDRA","PT","C",10060995,"1970-01-01","2099-12-31",""
35406395,4329986,35406395,"Vestibular ataxia","Condition","MedDRA","PT","C",10047385,"1970-01-01","2099-12-31",""
35305568,4239780,35305568,"Pseudohypoparathyroidism","Condition","MedDRA","PT","C",10037126,"1970-01-01","2099-12-31",""
36416685,435774,36416685,"Amino acid metabolism disorder","Condition","MedDRA","PT","C",10001938,"1970-01-01","2099-12-31",""
36110142,437538,36110142,"Meningitis haemophilus","Condition","MedDRA","PT","C",10027241,"1970-01-01","2099-12-31",""
36211438,4322799,36211438,"Radiation fibrosis - lung","Condition","MedDRA","PT","C",10037758,"1970-01-01","2099-12-31",""
35406417,4006464,35406417,"Haematotympanum","Condition","MedDRA","PT","C",10063013,"1970-01-01","2099-12-31",""
35205372,4103288,35205372,"Purulent pericarditis","Condition","MedDRA","PT","C",10051071,"1970-01-01","2099-12-31",""
36110033,4175166,36110033,"Cystitis bacterial","Condition","MedDRA","PT","C",10065198,"1970-01-01","2099-12-31",""
35305669,4170220,35305669,"Diverticulitis Meckel's","Condition","MedDRA","PT","C",10013542,"1970-01-01","2099-12-31",""
37320226,4066941,37320226,"Cafe au lait spots","Condition","MedDRA","PT","C",10006926,"1970-01-01","2099-12-31",""
35305744,4239314,35305744,"Primary immunodeficiency syndrome","Condition","MedDRA","PT","C",10064859,"1970-01-01","2099-12-31",""
36110580,4030849,36110580,"Wound abscess","Condition","MedDRA","PT","C",10058042,"1970-01-01","2099-12-31",""
36516952,4149969,36516952,"Cervicogenic headache","Condition","MedDRA","PT","C",10064888,"1970-01-01","2099-12-31",""
35205358,4124694,35205358,"Bacterial pericarditis","Condition","MedDRA","PT","C",10004050,"1970-01-01","2099-12-31",""
36919039,4192564,36919039,"Constricted affect","Condition","MedDRA","PT","C",10010778,"1970-01-01","2099-12-31",""
36111020,439676,36111020,"Corona virus infection","Condition","MedDRA","PT","C",10053983,"1970-01-01","2099-12-31",""
36110539,4267804,36110539,"Cross infection","Condition","MedDRA","PT","C",10011409,"1970-01-01","2099-12-31",""
36718514,4338020,36718514,"Epileptic psychosis","Condition","MedDRA","PT","C",10059232,"1970-01-01","2099-12-31",""
36211443,4094057,36211443,"Radiation myelopathy","Condition","MedDRA","PT","C",10037764,"1970-01-01","2099-12-31",""
35708420,75512,35708420,"Colon cancer stage 0","Condition","MedDRA","PT","C",10063523,"1970-01-01","2099-12-31",""
36110499,4293901,36110499,"Subdural empyema","Condition","MedDRA","PT","C",10042360,"1970-01-01","2099-12-31",""
36718487,4279528,36718487,"Ulnar nerve palsy","Condition","MedDRA","PT","C",10059790,"1970-01-01","2099-12-31",""
36617573,4116080,36617573,"Squamous cell carcinoma of the cervix","Condition","MedDRA","PT","C",10041848,"1970-01-01","2099-12-31",""
35104404,4216427,35104404,"Refractory cytopenia with multilineage dysplasia and ringed sideroblasts","Condition","MedDRA","LLT","C",10067960,"1970-01-01","2099-12-31",""
36314368,4132558,36314368,"Vitamin E decreased","Condition","MedDRA","PT","C",10058738,"1970-01-01","2099-12-31",""
36617281,4092517,36617281,"Choriocarcinoma","Condition","MedDRA","PT","C",10008757,"1970-01-01","2099-12-31",""
35205279,4029733,35205279,"Glycogen storage disease type II","Condition","MedDRA","PT","C",10053185,"1970-01-01","2099-12-31",""
36617286,4300688,36617286,"Yolk sac tumour site unspecified","Condition","MedDRA","PT","C",10048251,"1970-01-01","2099-12-31",""
37019405,200848,37019405,"Terminal dribbling","Condition","MedDRA","PT","C",10052901,"1970-01-01","2099-12-31",""
35305771,4182054,35305771,"Homocystinaemia","Condition","MedDRA","PT","C",10048707,"1970-01-01","2099-12-31",""
35506458,4030214,35506458,"Adrenal atrophy","Condition","MedDRA","PT","C",10001324,"1970-01-01","2099-12-31",""
36617677,197237,36617677,"Benign neoplasm of prostate","Condition","MedDRA","PT","C",10004385,"1970-01-01","2099-12-31",""
36211743,137005,36211743,"Tracheostomy malfunction","Condition","MedDRA","PT","C",10044322,"1970-01-01","2099-12-31",""
36617800,4131456,36617800,"Mediastinum neoplasm","Condition","MedDRA","PT","C",10027086,"1970-01-01","2099-12-31",""
36617761,23731,36617761,"Benign laryngeal neoplasm","Condition","MedDRA","PT","C",10004278,"1970-01-01","2099-12-31",""
36313401,4306417,36313401,"Monocyte count abnormal","Condition","MedDRA","PT","C",10061293,"1970-01-01","2099-12-31",""
36110065,4055630,36110065,"Scrotal gangrene","Condition","MedDRA","PT","C",10039748,"1970-01-01","2099-12-31",""
35708289,435579,35708289,"Anastomotic ulcer perforation","Condition","MedDRA","PT","C",10002248,"1970-01-01","2099-12-31",""
35707511,4159513,35707511,"Spigelian hernia","Condition","MedDRA","PT","C",10041522,"1970-01-01","2099-12-31",""
37019381,4199289,37019381,"Urethral atrophy","Condition","MedDRA","PT","C",10068313,"1970-01-01","2099-12-31",""
35708025,4245384,35708025,"Douglas' abscess","Condition","MedDRA","PT","C",10049583,"1970-01-01","2099-12-31",""
36516996,4116203,36516996,"Angiofibroma","Condition","MedDRA","PT","C",10002429,"1970-01-01","2099-12-31",""
35104464,132841,35104464,"Malignant lymphoid neoplasm","Condition","MedDRA","PT","C",10061240,"1970-01-01","2099-12-31",""
36314966,4055550,36314966,"CSF glucose increased","Condition","MedDRA","PT","C",10050763,"1970-01-01","2099-12-31",""
36617530,196364,36617530,"Benign neoplasm of cervix uteri","Condition","MedDRA","PT","C",10004312,"1970-01-01","2099-12-31",""
36211430,440577,36211430,"Delayed effects of radiation","Condition","MedDRA","PT","C",10012198,"1970-01-01","2099-12-31",""
36617752,4240030,36617752,"Nasal neoplasm benign","Condition","MedDRA","PT","C",10051711,"1970-01-01","2099-12-31",""
35707588,24602,35707588,"Benign oesophageal neoplasm","Condition","MedDRA","PT","C",10004428,"1970-01-01","2099-12-31",""
36617875,4055270,36617875,"Bronchial neoplasm","Condition","MedDRA","PT","C",10052245,"1970-01-01","2099-12-31",""
37320101,4100661,37320101,"Acquired epidermolysis bullosa","Condition","MedDRA","PT","C",10056508,"1970-01-01","2099-12-31",""
36718560,433467,36718560,"Delayed sleep phase","Condition","MedDRA","PT","C",10012209,"1970-01-01","2099-12-31",""
35104362,4173955,35104362,"T-cell chronic lymphocytic leukaemia","Condition","MedDRA","PT","C",10042970,"1970-01-01","2099-12-31",""
35205386,4175039,35205386,"Pericardial calcification","Condition","MedDRA","PT","C",10057614,"1970-01-01","2099-12-31",""
35708332,4319442,35708332,"Ileal gangrene","Condition","MedDRA","PT","C",10021300,"1970-01-01","2099-12-31",""
36315804,440529,36315804,"Urogram abnormal","Procedure","MedDRA","PT","C",10065097,"1970-01-01","2099-12-31",""
35809048,4249735,35809048,"Febrile nonhaemolytic transfusion reaction","Condition","MedDRA","PT","C",10066183,"1970-01-01","2099-12-31",""
36211324,4154700,36211324,"Venomous sting","Condition","MedDRA","PT","C",10053510,"1970-01-01","2099-12-31",""
36110729,4009173,36110729,"Ureteritis","Condition","MedDRA","PT","C",10051250,"1970-01-01","2099-12-31",""
37420475,437449,37420475,"Child abuse","Observation","MedDRA","PT","C",10008509,"1970-01-01","2099-12-31",""
35606882,442770,35606882,"Ciliary body disorder","Condition","MedDRA","PT","C",10057415,"1970-01-01","2099-12-31",""
35506602,4175133,35506602,"Hypogonadism male","Condition","MedDRA","PT","C",10021011,"1970-01-01","2099-12-31",""
36718582,378533,36718582,"Hydromyelia","Condition","MedDRA","PT","C",10020523,"1970-01-01","2099-12-31",""
36517007,4119132,36517007,"Chondromatosis","Condition","MedDRA","PT","C",10051503,"1970-01-01","2099-12-31",""
35707752,4206014,35707752,"Appendiceal mucocoele","Condition","MedDRA","PT","C",10057986,"1970-01-01","2099-12-31",""
35606972,381865,35606972,"Neurological eyelid disorder","Condition","MedDRA","PT","C",10061312,"1970-01-01","2099-12-31",""
35506450,438123,35506450,"Hyperadrenocorticism","Condition","MedDRA","PT","C",10020564,"1970-01-01","2099-12-31",""
36416657,4192633,36416657,"Partial lipodystrophy","Condition","MedDRA","PT","C",10053857,"1970-01-01","2099-12-31",""
35305928,4033845,35305928,"Familial cold autoinflammatory syndrome","Condition","MedDRA","PT","C",10064570,"1970-01-01","2099-12-31",""
36919171,437840,36919171,"Exhibitionism","Condition","MedDRA","PT","C",10015670,"1970-01-01","2099-12-31",""
36718558,440384,36718558,"Advanced sleep phase","Condition","MedDRA","PT","C",10001423,"1970-01-01","2099-12-31",""
37320233,4066040,37320233,"Idiopathic guttate hypomelanosis","Condition","MedDRA","PT","C",10068489,"1970-01-01","2099-12-31",""
37320234,4041510,37320234,"Leukoderma","Condition","MedDRA","PT","C",10024380,"1970-01-01","2099-12-31",""
36110770,433421,36110770,"Joint tuberculosis","Condition","MedDRA","PT","C",10056367,"1970-01-01","2099-12-31",""
36211510,4116326,36211510,"Arteriovenous fistula aneurysm","Condition","MedDRA","PT","C",10066916,"1970-01-01","2099-12-31",""
35708047,4115270,35708047,"Pseudopolyposis","Condition","MedDRA","PT","C",10037143,"1970-01-01","2099-12-31",""
35607361,4195990,35607361,"Macular pseudohole","Condition","MedDRA","PT","C",10060815,"1970-01-01","2099-12-31",""
36315254,4200202,36315254,"Apgar score","Measurement","MedDRA","PT","C",10062552,"1970-01-01","2099-12-31",""
35607236,4133353,35607236,"Eyelid tumour","Condition","MedDRA","PT","C",10050497,"1970-01-01","2099-12-31",""
36416697,433447,36416697,"Gouty tophus","Condition","MedDRA","PT","C",10018641,"1970-01-01","2099-12-31",""
35607153,4318682,35607153,"Choroid tubercles","Condition","MedDRA","PT","C",10008779,"1970-01-01","2099-12-31",""
36211580,76745,36211580,"Capsular contracture associated with breast implant","Condition","MedDRA","PT","C",10068514,"1970-01-01","2099-12-31",""
36516887,377271,36516887,"Neuralgic amyotrophy","Condition","MedDRA","PT","C",10029229,"1970-01-01","2099-12-31",""
35104649,440058,35104649,"Non-Hodgkin's lymphoma stage IV","Condition","MedDRA","PT","C",10029605,"1970-01-01","2099-12-31",""
