"standard_concept_id","concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
19096031,19096031,"propentofylline","Drug","RxNorm","Ingredient","S",34644,"1970-01-01","2099-12-31",""
19096054,19096054,"propicillin","Drug","RxNorm","Ingredient","S",34649,"1970-01-01","2099-12-31",""
19096133,19096133,"ferrous succinate","Drug","RxNorm","Ingredient","S",24946,"1970-01-01","2099-12-31",""
19096506,19096506,"flubendazole","Drug","RxNorm","Ingredient","S",25096,"1970-01-01","2099-12-31",""
19096683,19096683,"Chymopapain","Drug","RxNorm","Ingredient","S",2525,"1970-01-01","2099-12-31",""
19096710,19096710,"CHYMOTRYPSIN","Drug","RxNorm","Ingredient","S",2530,"1970-01-01","2099-12-31",""
19096743,19096743,"Bee pollen","Drug","RxNorm","Ingredient","S",253157,"1970-01-01","2099-12-31",""
19096766,19096766,"CHROMIUM, CHELATED","Drug","RxNorm","Ingredient","S",253160,"1970-01-01","2099-12-31",""
19096877,19096877,"Anhydrous Dextrose","Drug","RxNorm","Ingredient","S",349730,"1970-01-01","2099-12-31",""
19096880,19096880,"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS","Drug","RxNorm","Ingredient","S",349753,"1970-01-01","2099-12-31",""
19097016,19097016,"CALCIUM CARBONATE, PRECIPITATED","Drug","RxNorm","Ingredient","S",349908,"1970-01-01","2099-12-31",""
19097029,19097029,"Mixed vespid venom","Drug","RxNorm","Ingredient","S",253189,"1970-01-01","2099-12-31",""
19097042,19097042,"OAT BRAN","Drug","RxNorm","Ingredient","S",253190,"1970-01-01","2099-12-31",""
19097059,19097059,"DEXTROSE SOLUTION","Drug","RxNorm","Ingredient","S",349944,"1970-01-01","2099-12-31",""
19097109,19097109,"ZINC, CHELATED","Drug","RxNorm","Ingredient","S",253210,"1970-01-01","2099-12-31",""
19097405,19097405,"fusafungin","Drug","RxNorm","Ingredient","S",25437,"1970-01-01","2099-12-31",""
19097452,19097452,"IGNATIA","Drug","RxNorm","Ingredient","S",350364,"1970-01-01","2099-12-31",""
19097463,19097463,"gadoteridol","Drug","RxNorm","Ingredient","S",25483,"1970-01-01","2099-12-31",""
19097468,19097468,"Gadopentetate Dimeglumine","Drug","RxNorm","Ingredient","S",25486,"1970-01-01","2099-12-31",""
19097471,19097471,"BETAINE, ANHYDROUS","Drug","RxNorm","Ingredient","S",350374,"1970-01-01","2099-12-31",""
19097481,19097481,"Cinnarizine","Drug","RxNorm","Ingredient","S",2549,"1970-01-01","2099-12-31",""
19097605,19097605,"gallium nitrate","Drug","RxNorm","Ingredient","S",25544,"1970-01-01","2099-12-31",""
19097664,19097664,"Citrulline","Drug","RxNorm","Ingredient","S",2567,"1970-01-01","2099-12-31",""
19097682,19097682,"Genistein","Drug","RxNorm","Ingredient","S",25696,"2008-09-28","2099-12-31",""
19097684,19097684,"Gestodene","Drug","RxNorm","Ingredient","S",25734,"1970-01-01","2099-12-31",""
19097821,19097821,"gliquidone","Drug","RxNorm","Ingredient","S",25793,"1970-01-01","2099-12-31",""
19097824,19097824,"Clenbuterol","Drug","RxNorm","Ingredient","S",2580,"1970-01-01","2099-12-31",""
19097867,19097867,"calcium glubionate","Drug","RxNorm","Ingredient","S",25806,"1970-01-01","2099-12-31",""
19098123,19098123,"glucametacin","Drug","RxNorm","Ingredient","S",25834,"1970-01-01","2099-12-31",""
19098505,19098505,"Ginkgo Biloba Leaf Extract","Drug","RxNorm","Ingredient","S",259265,"1970-01-01","2099-12-31",""
19098514,19098514,"quinupramine","Drug","RxNorm","Ingredient","S",35242,"1970-01-01","2099-12-31",""
19098530,19098530,"POTASSIUM,CHELATED","Drug","RxNorm","Ingredient","S",259277,"1970-01-01","2099-12-31",""
19098545,19098545,"SOY LECITHIN","Drug","RxNorm","Ingredient","S",259279,"1970-01-01","2099-12-31",""
19098548,19098548,"Tenecteplase","Drug","RxNorm","Ingredient","S",259280,"1970-01-01","2099-12-31",""
19098566,19098566,"gemtuzumab","Drug","RxNorm","Ingredient","S",259315,"1970-01-01","2099-12-31",""
19098649,19098649,"SIBERIAN GINSENG ROOT","Drug","RxNorm","Ingredient","S",259393,"1970-01-01","2099-12-31",""
19098722,19098722,"SLIPPERY ELM BARK","Drug","RxNorm","Ingredient","S",259434,"1970-01-01","2099-12-31",""
19098741,19098741,"Levobupivacaine","Drug","RxNorm","Ingredient","S",259453,"1970-01-01","2099-12-31",""
19098979,19098979,"Lactated Ringer's Solution","Drug","RxNorm","Ingredient","S",35629,"1970-01-01","2099-12-31",""
19098980,19098980,"Ringer's solution","Drug","RxNorm","Ingredient","S",35630,"1970-01-01","2099-12-31",""
19099102,19099102,"KOREAN GINSENG ROOT","Drug","RxNorm","Ingredient","S",260038,"1970-01-01","2099-12-31",""
19099129,19099129,"Clonixin","Drug","RxNorm","Ingredient","S",2601,"1970-01-01","2099-12-31",""
19099181,19099181,"Clopamide","Drug","RxNorm","Ingredient","S",2603,"1970-01-01","2099-12-31",""
19099359,19099359,"Dextran 110","Drug","RxNorm","Ingredient","S",358871,"1970-01-01","2099-12-31",""
19099415,19099415,"ruscogenin","Drug","RxNorm","Ingredient","S",35890,"1970-01-01","2099-12-31",""
19100313,19100313,"salicin","Drug","RxNorm","Ingredient","S",36100,"1970-01-01","2099-12-31",""
19100347,19100347,"Monascus purpureus West","Drug","RxNorm","Ingredient","S",261713,"1970-01-01","2099-12-31",""
19100363,19100363,"clothiapine","Drug","RxNorm","Ingredient","S",2620,"1970-01-01","2099-12-31",""
19100368,19100368,"rapacuronium","Drug","RxNorm","Ingredient","S",262100,"1970-01-01","2099-12-31",""
19100379,19100379,"serratiopeptidase","Drug","RxNorm","Ingredient","S",36434,"1970-01-01","2099-12-31",""
19100394,19100394,"sodium nitrate","Drug","RxNorm","Ingredient","S",36700,"1970-01-01","2099-12-31",""
19100414,19100414,"strontium chloride","Drug","RxNorm","Ingredient","S",37175,"1970-01-01","2099-12-31",""
19100417,19100417,"sulbutiamine","Drug","RxNorm","Ingredient","S",37317,"1970-01-01","2099-12-31",""
19100431,19100431,"sultopride","Drug","RxNorm","Ingredient","S",37416,"1970-01-01","2099-12-31",""
19100435,19100435,"talinolol","Drug","RxNorm","Ingredient","S",37546,"1970-01-01","2099-12-31",""
19100437,19100437,"Technetium Tc 99m Disofenin","Drug","RxNorm","Ingredient","S",37665,"1970-01-01","2099-12-31",""
19100438,19100438,"temocillin","Drug","RxNorm","Ingredient","S",37775,"1970-01-01","2099-12-31",""
19100440,19100440,"terodiline","Drug","RxNorm","Ingredient","S",37815,"1970-01-01","2099-12-31",""
19100451,19100451,"tertatolol","Drug","RxNorm","Ingredient","S",37840,"1970-01-01","2099-12-31",""
19100575,19100575,"theanine","Drug","RxNorm","Ingredient","S",38022,"2008-04-27","2099-12-31",""
19100740,19100740,"thymalfasin","Drug","RxNorm","Ingredient","S",38221,"2006-08-27","2099-12-31",""
19100759,19100759,"tiropramide","Drug","RxNorm","Ingredient","S",38315,"1970-01-01","2099-12-31",""
19100760,19100760,"titanium dioxide","Drug","RxNorm","Ingredient","S",38323,"1970-01-01","2099-12-31",""
19100761,19100761,"Felbinac","Drug","RxNorm","Ingredient","S",262307,"1970-01-01","2099-12-31",""
19100773,19100773,"tofisopam","Drug","RxNorm","Ingredient","S",38365,"1970-01-01","2099-12-31",""
19100985,19100985,"panitumumab","Drug","RxNorm","Ingredient","S",263034,"2007-01-28","2099-12-31",""
19101402,19101402,"habekacin","Drug","RxNorm","Ingredient","S",26397,"1970-01-01","2099-12-31",""
19101422,19101422,"haloprogin","Drug","RxNorm","Ingredient","S",26422,"1970-01-01","2099-12-31",""
19101426,19101426,"hemicellulase","Drug","RxNorm","Ingredient","S",26514,"1970-01-01","2099-12-31",""
19101457,19101457,"triclocarban","Drug","RxNorm","Ingredient","S",38609,"1970-01-01","2099-12-31",""
19101597,19101597,"trimethylphloroglucinol","Drug","RxNorm","Ingredient","S",38716,"1970-01-01","2099-12-31",""
19101604,19101604,"Cod Liver Oil","Drug","RxNorm","Ingredient","S",2669,"1970-01-01","2099-12-31",""
19101677,19101677,"trofosfamide","Drug","RxNorm","Ingredient","S",38865,"1970-01-01","2099-12-31",""
19101712,19101712,"tropatepine","Drug","RxNorm","Ingredient","S",38876,"1970-01-01","2099-12-31",""
19101786,19101786,"ubiquinol","Drug","RxNorm","Ingredient","S",39085,"2007-12-30","2099-12-31",""
19101849,19101849,"urapidil","Drug","RxNorm","Ingredient","S",39230,"1970-01-01","2099-12-31",""
19102106,19102106,"mepirodipine","Drug","RxNorm","Ingredient","S",39879,"1970-01-01","2099-12-31",""
19102107,19102107,"zofenopril","Drug","RxNorm","Ingredient","S",39990,"1970-01-01","2099-12-31",""
19102108,19102108,"zomepirac","Drug","RxNorm","Ingredient","S",39994,"1970-01-01","2099-12-31",""
19102109,19102109,"zotepine","Drug","RxNorm","Ingredient","S",40003,"1970-01-01","2099-12-31",""
19102150,19102150,"Carglumic acid","Drug","RxNorm","Ingredient","S",401713,"1970-01-01","2099-12-31",""
19102230,19102230,"Ergot Alkaloids","Drug","RxNorm","Ingredient","S",4023,"1970-01-01","2099-12-31",""
19102231,19102231,"Thymopentin","Drug","RxNorm","Ingredient","S",40230,"1970-01-01","2099-12-31",""
19102306,19102306,"AZINTAMIDE","Drug","RxNorm","Ingredient","S",402580,"1970-01-01","2099-12-31",""
19102785,19102785,"pidotimod","Drug","RxNorm","Ingredient","S",40450,"1970-01-01","2099-12-31",""
19103082,19103082,"Erythrosine","Drug","RxNorm","Ingredient","S",4061,"1970-01-01","2099-12-31",""
19103213,19103213,"CHROMIUM CITRATE","Drug","RxNorm","Ingredient","S",407906,"1970-01-01","2099-12-31",""
19103483,19103483,"Ethacridine","Drug","RxNorm","Ingredient","S",4106,"1970-01-01","2099-12-31",""
19103572,19103572,"Air","Drug","RxNorm","Ingredient","S",411,"1970-01-01","2099-12-31",""
19103699,19103699,"gadodiamide","Drug","RxNorm","Ingredient","S",41144,"1970-01-01","2099-12-31",""
19104616,19104616,"Ethylenediamine","Drug","RxNorm","Ingredient","S",4158,"1970-01-01","2099-12-31",""
19105879,19105879,"Ajmaline","Drug","RxNorm","Ingredient","S",423,"1970-01-01","2099-12-31",""
19106100,19106100,"factor XIII","Drug","RxNorm","Ingredient","S",4271,"1970-01-01","2099-12-31",""
19106287,19106287,"Vitamin K 2","Drug","RxNorm","Ingredient","S",42781,"2008-08-31","2099-12-31",""
19106870,19106870,"Indium IN-111 Chloride","Drug","RxNorm","Ingredient","S",42987,"1970-01-01","2099-12-31",""
19106973,19106973,"Omega-3 Fatty Acids","Drug","RxNorm","Ingredient","S",4301,"1970-01-01","2099-12-31",""
19107829,19107829,"fenspiride","Drug","RxNorm","Ingredient","S",4335,"1970-01-01","2099-12-31",""
19109079,19109079,"Interferon-beta","Drug","RxNorm","Ingredient","S",4381,"1970-01-01","2099-12-31",""
19110701,19110701,"Fish Oils","Drug","RxNorm","Ingredient","S",4419,"1970-01-01","2099-12-31",""
19110711,19110711,"Flufenamic Acid","Drug","RxNorm","Ingredient","S",4453,"1970-01-01","2099-12-31",""
19110712,19110712,"trepibutone","Drug","RxNorm","Ingredient","S",44532,"1970-01-01","2099-12-31",""
19110751,19110751,"MELITRACEN","Drug","RxNorm","Ingredient","S",446248,"1970-01-01","2099-12-31",""
19111234,19111234,"Fluprednisolone","Drug","RxNorm","Ingredient","S",4497,"1970-01-01","2099-12-31",""
19111235,19111235,"avobenzone","Drug","RxNorm","Ingredient","S",45045,"1970-01-01","2099-12-31",""
19111620,19111620,"Folic Acid","Drug","RxNorm","Ingredient","S",4511,"1970-01-01","2099-12-31",""
19112518,19112518,"adrafinil","Drug","RxNorm","Ingredient","S",45938,"1970-01-01","2099-12-31",""
19112526,19112526,"Galactose","Drug","RxNorm","Ingredient","S",4626,"1970-01-01","2099-12-31",""
19112533,19112533,"pumpkin seed oil","Drug","RxNorm","Ingredient","S",466570,"1970-01-01","2099-12-31",""
19112534,19112534,"barbexaclone","Drug","RxNorm","Ingredient","S",46795,"1970-01-01","2099-12-31",""
19112540,19112540,"beta Sitosterol","Drug","RxNorm","Ingredient","S",47070,"1970-01-01","2099-12-31",""
19112567,19112567,"CALCIUM STEARATE","Drug","RxNorm","Ingredient","S",47633,"2007-04-29","2099-12-31",""
19112593,19112593,"Levabuterol","Drug","RxNorm","Ingredient","S",476981,"1970-01-01","2099-12-31",""
19112623,19112623,"Solfenacin","Drug","RxNorm","Ingredient","S",477364,"1970-01-01","2099-12-31",""
19112632,19112632,"COLLAGEN, HYDROLYZED","Drug","RxNorm","Ingredient","S",477454,"2005-11-13","2099-12-31",""
19112635,19112635,"Morphine Liposomal","Drug","RxNorm","Ingredient","S",477468,"1970-01-01","2099-12-31",""
19112898,19112898,"iron fumarate","Drug","RxNorm","Ingredient","S",486120,"1970-01-01","2099-12-31",""
19112899,19112899,"ziconotide acetate","Drug","RxNorm","Ingredient","S",486126,"1970-01-01","2099-12-31",""
19112915,19112915,"methylfolic acid","Drug","RxNorm","Ingredient","S",486456,"1970-01-01","2099-12-31",""
19112944,19112944,"phosphate ion","Drug","RxNorm","Ingredient","S",486961,"2005-09-11","2099-12-31",""
19113001,19113001,"Durapatite","Drug","RxNorm","Ingredient","S",49334,"1970-01-01","2099-12-31",""
19113002,19113002,"Recombinant Interferon","Drug","RxNorm","Ingredient","S",494799,"2005-07-24","2099-12-31",""
19113004,19113004,"Glyoxal","Drug","RxNorm","Ingredient","S",4967,"1970-01-01","2099-12-31",""
19113007,19113007,"bosentan monohydrate","Drug","RxNorm","Ingredient","S",498193,"2005-07-24","2099-12-31",""
19113013,19113013,"fluindione","Drug","RxNorm","Ingredient","S",50097,"1970-01-01","2099-12-31",""
19113022,19113022,"GLUCEPTATE","Drug","RxNorm","Ingredient","S",50470,"1970-01-01","2099-12-31",""
19113026,19113026,"Haemophilus influenzae type b","Drug","RxNorm","Ingredient","S",50937,"1970-01-01","2099-12-31",""
19113028,19113028,"ibopamine","Drug","RxNorm","Ingredient","S",51253,"1970-01-01","2099-12-31",""
19113032,19113032,"iprazochrome","Drug","RxNorm","Ingredient","S",51486,"1970-01-01","2099-12-31",""
19113034,19113034,"allobarbital","Drug","RxNorm","Ingredient","S",516,"1970-01-01","2099-12-31",""
19113035,19113035,"Hematoporphyrin","Drug","RxNorm","Ingredient","S",5164,"1970-01-01","2099-12-31",""
19113039,19113039,"Lithium acetate","Drug","RxNorm","Ingredient","S",52103,"1970-01-01","2099-12-31",""
19113040,19113040,"lithium gluconate","Drug","RxNorm","Ingredient","S",52106,"1970-01-01","2099-12-31",""
19113045,19113045,"Heparinoids","Drug","RxNorm","Ingredient","S",5228,"1970-01-01","2099-12-31",""
19113052,19113052,"Almitrine","Drug","RxNorm","Ingredient","S",528,"1970-01-01","2099-12-31",""
19113058,19113058,"moxaverine","Drug","RxNorm","Ingredient","S",52918,"1970-01-01","2099-12-31",""
19113060,19113060,"Hexobendine","Drug","RxNorm","Ingredient","S",5303,"1970-01-01","2099-12-31",""
19113063,19113063,"nilvadipine","Drug","RxNorm","Ingredient","S",53692,"1970-01-01","2099-12-31",""
19113574,19113574,"Interferon-alpha","Drug","RxNorm","Ingredient","S",541,"1970-01-01","2099-12-31",""
19113756,19113756,"Ibadronate","Drug","RxNorm","Ingredient","S",541680,"2005-09-11","2099-12-31",""
19114603,19114603,"Providone-Iodine","Drug","RxNorm","Ingredient","S",544983,"2005-09-11","2099-12-31",""
19115044,19115044,"prothipendyl","Drug","RxNorm","Ingredient","S",55244,"1970-01-01","2099-12-31",""
19115050,19115050,"rilmenidine","Drug","RxNorm","Ingredient","S",55679,"1970-01-01","2099-12-31",""
19115051,19115051,"risedronic acid","Drug","RxNorm","Ingredient","S",55685,"1970-01-01","2099-12-31",""
19115053,19115053,"alpha-amylase","Drug","RxNorm","Ingredient","S",560,"1970-01-01","2099-12-31",""
19115055,19115055,"sennoside B","Drug","RxNorm","Ingredient","S",56161,"1970-01-01","2099-12-31",""
19117078,19117078,"Sodium tartrate","Drug","RxNorm","Ingredient","S",56524,"1970-01-01","2099-12-31",""
19117912,19117912,"Immunoglobulin G","Drug","RxNorm","Ingredient","S",5666,"1970-01-01","2099-12-31",""
19118265,19118265,"succinylated gelatin","Drug","RxNorm","Ingredient","S",56790,"1970-01-01","2099-12-31",""
19119253,19119253,"terlipressin","Drug","RxNorm","Ingredient","S",57048,"1970-01-01","2099-12-31",""
19120306,19120306,"tranilast","Drug","RxNorm","Ingredient","S",57330,"1970-01-01","2099-12-31",""
19121248,19121248,"4000 CPS","Drug","RxNorm","Ingredient","S",577360,"2005-11-13","2099-12-31",""
19121338,19121338,"Tocotrienols","Drug","RxNorm","Ingredient","S",578285,"2005-11-13","2099-12-31",""
19121608,19121608,"Influenza virus vaccine","Drug","RxNorm","Ingredient","S",5806,"1970-01-01","2099-12-31",""
19122121,19122121,"Insulin","Drug","RxNorm","Ingredient","S",5856,"1970-01-01","2099-12-31",""
19122130,19122130,"brivudine","Drug","RxNorm","Ingredient","S",59161,"1970-01-01","2099-12-31",""
19122131,19122131,"Potassium chlorate","Drug","RxNorm","Ingredient","S",59203,"1970-01-01","2099-12-31",""
19122134,19122134,"Pegaptanib Sodium","Drug","RxNorm","Ingredient","S",594119,"2005-12-04","2099-12-31",""
19122135,19122135,"Linolenate","Drug","RxNorm","Ingredient","S",595958,"2006-05-14","2099-12-31",""
19122136,19122136,"Atosiban","Drug","RxNorm","Ingredient","S",59639,"1970-01-01","2099-12-31",""
19122137,19122137,"vildagliptin","Drug","RxNorm","Ingredient","S",596554,"2008-03-02","2099-12-31",""
19122138,19122138,"Iodophors","Drug","RxNorm","Ingredient","S",596712,"2006-03-12","2099-12-31",""
19122139,19122139,"butyrate","Drug","RxNorm","Ingredient","S",596718,"2005-12-04","2099-12-31",""
19122158,19122158,"Iothalamate","Drug","RxNorm","Ingredient","S",5970,"1970-01-01","2099-12-31",""
19122168,19122168,"Human vaccinia immune globulin","Drug","RxNorm","Ingredient","S",597392,"2006-01-15","2099-12-31",""
19122259,19122259,"Iproniazid","Drug","RxNorm","Ingredient","S",5981,"1970-01-01","2099-12-31",""
19122262,19122262,"chlorproethazine","Drug","RxNorm","Ingredient","S",59860,"1970-01-01","2099-12-31",""
19122327,19122327,"imidapril","Drug","RxNorm","Ingredient","S",60245,"1970-01-01","2099-12-31",""
19122349,19122349,"Isoflavones","Drug","RxNorm","Ingredient","S",6025,"2005-11-13","2099-12-31",""
19122437,19122437,"Lactobacillus rhamnosus GG","Drug","RxNorm","Ingredient","S",602811,"2006-02-26","2099-12-31",""
19122997,19122997,"Coral Calcium","Drug","RxNorm","Ingredient","S",605061,"2006-07-09","2099-12-31",""
19123240,19123240,"Josamycin","Drug","RxNorm","Ingredient","S",6084,"1970-01-01","2099-12-31",""
19123342,19123342,"Kininogenase","Drug","RxNorm","Ingredient","S",6095,"1970-01-01","2099-12-31",""
19123344,19123344,"beta-Alanine","Drug","RxNorm","Ingredient","S",61,"1970-01-01","2099-12-31",""
19123346,19123346,"Khellin","Drug","RxNorm","Ingredient","S",6147,"1970-01-01","2099-12-31",""
19123348,19123348,"Aluminum Oxide","Drug","RxNorm","Ingredient","S",615,"1970-01-01","2099-12-31",""
19123624,19123624,"flutrimazole","Drug","RxNorm","Ingredient","S",61773,"1970-01-01","2099-12-31",""
19123699,19123699,"Flufenamate","Drug","RxNorm","Ingredient","S",618272,"2006-05-14","2099-12-31",""
19123846,19123846,"gamma-Aminobutyrate","Drug","RxNorm","Ingredient","S",618771,"2006-05-14","2099-12-31",""
19123864,19123864,"Canrenoate","Drug","RxNorm","Ingredient","S",618970,"2006-05-14","2099-12-31",""
19123879,19123879,"Lead","Drug","RxNorm","Ingredient","S",6260,"1970-01-01","2099-12-31",""
19124297,19124297,"Levallorphan","Drug","RxNorm","Ingredient","S",6370,"1970-01-01","2099-12-31",""
19124319,19124319,"Gadoxetate Disodium","Drug","RxNorm","Ingredient","S",637320,"2008-08-31","2099-12-31",""
19124329,19124329,"Levopropoxyphene","Drug","RxNorm","Ingredient","S",6377,"1970-01-01","2099-12-31",""
19124477,19124477,"Lithium","Drug","RxNorm","Ingredient","S",6448,"1970-01-01","2099-12-31",""
19124906,19124906,"Magnesium","Drug","RxNorm","Ingredient","S",6574,"1970-01-01","2099-12-31",""
19124969,19124969,"Amino Acids","Drug","RxNorm","Ingredient","S",658,"1970-01-01","2099-12-31",""
19124972,19124972,"Green Tea Extract","Drug","RxNorm","Ingredient","S",659476,"2009-05-03","2099-12-31",""
19125097,19125097,"Meclofenamic Acid","Drug","RxNorm","Ingredient","S",6678,"1970-01-01","2099-12-31",""
19125106,19125106,"Medazepam","Drug","RxNorm","Ingredient","S",6680,"1970-01-01","2099-12-31",""
19125201,19125201,"Pristinamycin","Drug","RxNorm","Ingredient","S",66958,"1970-01-01","2099-12-31",""
19125279,19125279,"Meglumine","Drug","RxNorm","Ingredient","S",6704,"1970-01-01","2099-12-31",""
19125388,19125388,"Menotropins","Drug","RxNorm","Ingredient","S",6745,"1970-01-01","2099-12-31",""
19125390,19125390,"Mercury","Drug","RxNorm","Ingredient","S",6769,"1970-01-01","2099-12-31",""
19125582,19125582,"iodine povacrylex","Drug","RxNorm","Ingredient","S",692863,"2007-04-01","2099-12-31",""
19125628,19125628,"Aminopyrine","Drug","RxNorm","Ingredient","S",695,"1970-01-01","2099-12-31",""
19125635,19125635,"Mitobronitol","Drug","RxNorm","Ingredient","S",6996,"1970-01-01","2099-12-31",""
19125750,19125750,"Chromium Polynicotinate","Drug","RxNorm","Ingredient","S",700888,"2007-04-29","2099-12-31",""
19126395,19126395,"OREGANO OIL","Drug","RxNorm","Ingredient","S",705279,"2009-03-01","2099-12-31",""
19126510,19126510,"fumarate","Drug","RxNorm","Ingredient","S",70598,"2006-05-14","2099-12-31",""
19126511,19126511,"gluconate","Drug","RxNorm","Ingredient","S",70599,"1970-01-01","2099-12-31",""
19126516,19126516,"malate","Drug","RxNorm","Ingredient","S",70612,"2007-01-14","2099-12-31",""
19126536,19126536,"Oleate","Drug","RxNorm","Ingredient","S",70616,"2006-05-14","2099-12-31",""
19126544,19126544,"Penicillin","Drug","RxNorm","Ingredient","S",70618,"2005-07-24","2099-12-31",""
19126622,19126622,"Moxalactam","Drug","RxNorm","Ingredient","S",7069,"1970-01-01","2099-12-31",""
19126894,19126894,"Ammonium","Drug","RxNorm","Ingredient","S",709,"1970-01-01","2099-12-31",""
19126896,19126896,"Muramidase","Drug","RxNorm","Ingredient","S",7094,"1970-01-01","2099-12-31",""
19126916,19126916,"Pyruvate","Drug","RxNorm","Ingredient","S",72031,"2006-05-14","2099-12-31",""
19126937,19126937,"NADH","Drug","RxNorm","Ingredient","S",7222,"1970-01-01","2099-12-31",""
19127547,19127547,"calcium citrate malate","Drug","RxNorm","Ingredient","S",73409,"1970-01-01","2099-12-31",""
19127550,19127550,"Nialamide","Drug","RxNorm","Ingredient","S",7394,"1970-01-01","2099-12-31",""
19127551,19127551,"Nifurtimox","Drug","RxNorm","Ingredient","S",7421,"1970-01-01","2099-12-31",""
19127637,19127637,"Chlopheniramine","Drug","RxNorm","Ingredient","S",745687,"2007-12-30","2099-12-31",""
19127669,19127669,"Lithium Aspartate","Drug","RxNorm","Ingredient","S",746070,"2007-12-30","2099-12-31",""
19127678,19127678,"Nilotinib Hydrochloride","Drug","RxNorm","Ingredient","S",746095,"2007-12-30","2099-12-31",""
19128219,19128219,"Norethandrolone","Drug","RxNorm","Ingredient","S",7513,"1970-01-01","2099-12-31",""
19128258,19128258,"Norgestrienone","Drug","RxNorm","Ingredient","S",7519,"1970-01-01","2099-12-31",""
19129274,19129274,"reviparin","Drug","RxNorm","Ingredient","S",75960,"1970-01-01","2099-12-31",""
19129400,19129400,"propinox","Drug","RxNorm","Ingredient","S",76273,"1970-01-01","2099-12-31",""
19129635,19129635,"Opipramol","Drug","RxNorm","Ingredient","S",7674,"1970-01-01","2099-12-31",""
19129638,19129638,"Orotic Acid","Drug","RxNorm","Ingredient","S",7712,"1970-01-01","2099-12-31",""
19129642,19129642,"Oxolinic Acid","Drug","RxNorm","Ingredient","S",7798,"1970-01-01","2099-12-31",""
19129643,19129643,"Oxyfedrine","Drug","RxNorm","Ingredient","S",7805,"1970-01-01","2099-12-31",""
19129648,19129648,"Papaveretum","Drug","RxNorm","Ingredient","S",7894,"1970-01-01","2099-12-31",""
19129738,19129738,"Paraffin","Drug","RxNorm","Ingredient","S",7906,"1970-01-01","2099-12-31",""
19131064,19131064,"Sodium Stibogluconate","Drug","RxNorm","Ingredient","S",8010,"1970-01-01","2099-12-31",""
19131663,19131663,"Perazine","Drug","RxNorm","Ingredient","S",8042,"1970-01-01","2099-12-31",""
19132884,19132884,"Phenazocine","Drug","RxNorm","Ingredient","S",8119,"1970-01-01","2099-12-31",""
19132889,19132889,"Phenoperidine","Drug","RxNorm","Ingredient","S",8143,"1970-01-01","2099-12-31",""
19132890,19132890,"Strontium-89","Drug","RxNorm","Ingredient","S",81638,"1970-01-01","2099-12-31",""
19132892,19132892,"phenylhydrazine","Drug","RxNorm","Ingredient","S",8167,"2006-08-27","2099-12-31",""
19132906,19132906,"Canrenoic Acid","Drug","RxNorm","Ingredient","S",81971,"1970-01-01","2099-12-31",""
19132965,19132965,"Plantago Seed","Drug","RxNorm","Ingredient","S",82088,"1970-01-01","2099-12-31",""
19132970,19132970,"Rose Bengal Sodium I 131","Drug","RxNorm","Ingredient","S",82097,"1970-01-01","2099-12-31",""
19133329,19133329,"piketoprofen","Drug","RxNorm","Ingredient","S",82910,"1970-01-01","2099-12-31",""
19133992,19133992,"pipothiazine","Drug","RxNorm","Ingredient","S",8348,"1970-01-01","2099-12-31",""
19134000,19134000,"Piribedil","Drug","RxNorm","Ingredient","S",8353,"1970-01-01","2099-12-31",""
19134009,19134009,"Pirinitramide","Drug","RxNorm","Ingredient","S",8354,"1970-01-01","2099-12-31",""
19135473,19135473,"Acai Berry Extract","Drug","RxNorm","Ingredient","S",848929,"2009-05-31","2099-12-31",""
19135781,19135781,"Polysaccharides","Drug","RxNorm","Ingredient","S",8556,"2006-02-26","2099-12-31",""
19135786,19135786,"Potassium Dichromate","Drug","RxNorm","Ingredient","S",8595,"1970-01-01","2099-12-31",""
19135788,19135788,"Potassium Permanganate","Drug","RxNorm","Ingredient","S",8604,"1970-01-01","2099-12-31",""
19135789,19135789,"Potassium Sorbate","Drug","RxNorm","Ingredient","S",8606,"1970-01-01","2099-12-31",""
19135791,19135791,"Practolol","Drug","RxNorm","Ingredient","S",8620,"1970-01-01","2099-12-31",""
19135793,19135793,"Prednimustine","Drug","RxNorm","Ingredient","S",8637,"1970-01-01","2099-12-31",""
19135796,19135796,"Feprazone","Drug","RxNorm","Ingredient","S",8673,"1970-01-01","2099-12-31",""
19135804,19135804,"Propolis","Drug","RxNorm","Ingredient","S",8783,"1970-01-01","2099-12-31",""
19135808,19135808,"Proscillaridin","Drug","RxNorm","Ingredient","S",8795,"1970-01-01","2099-12-31",""
19135812,19135812,"Prothionamide","Drug","RxNorm","Ingredient","S",8871,"1970-01-01","2099-12-31",""
19135825,19135825,"Chloral betaine","Drug","RxNorm","Ingredient","S",89808,"1970-01-01","2099-12-31",""
19135830,19135830,"rabies immune globulin, human","Drug","RxNorm","Ingredient","S",89886,"1970-01-01","2099-12-31",""
19135832,19135832,"Multivitamin preparation","Drug","RxNorm","Ingredient","S",89905,"1970-01-01","2099-12-31",""
19135839,19135839,"Magnesium salt","Drug","RxNorm","Ingredient","S",90120,"1970-01-01","2099-12-31",""
19135840,19135840,"Cold cream","Drug","RxNorm","Ingredient","S",90136,"1970-01-01","2099-12-31",""
